Beer,Brewery,State,Region,Style_RAW,Style_12,Style_05,Size,ABV,IBU
Sculpin IPA,Ballast Point Brewing Company,CA,West,American IPA,IPA,Strong Ale,12,7.0,70
Ethos IPA,Tallgrass Brewing Company,KS,Midwest,American IPA,IPA,Strong Ale,16,6.8,110
Old Potentate,Southern Star Brewing Company,TX,South,Old Ale,Strong Ale,Strong Ale,12,7.2,40
500 OClock Afternoon Ale,Renegade Brewing Company,CO,West,American Blonde Ale,Pale Ale,Ale,16,5.0,25
Good People Pale Ale,Good People Brewing Company,AL,South,American Pale Ale APA,Pale Ale,Ale,12,5.6,36
Watershed IPA 2013,Oakshire Brewing,OR,West,American IPA,IPA,Strong Ale,12,6.7,70
Winterfest,Sockeye Brewing Company,ID,West,American Strong Ale,Strong Ale,Strong Ale,16,8.4,90
Loose Cannon,Heavy Seas Beer,MD,South,American IPA,IPA,Strong Ale,12,7.2,45
Bark Bite IPA,Big Wood Brewery,MN,Midwest,American IPA,IPA,Strong Ale,16,6.6,50
WYLD Extra Pale Ale,Uinta Brewing Company,UT,West,American Pale Ale APA,Pale Ale,Ale,12,4.0,29
Rude Parrot IPA,7 Seas Brewing Company,WA,West,American IPA,IPA,Strong Ale,16,5.9,75
Phat Chance,Wild Onion Brewing Company,IL,Midwest,American Blonde Ale,Pale Ale,Ale,12,5.2,27
Des Moines IPA,Confluence Brewing Company,IA,Midwest,American IPA,IPA,Strong Ale,16,6.8,75
Farmer Johns MultiGrain Ale,Confluence Brewing Company,IA,Midwest,American Blonde Ale,Pale Ale,Ale,16,5.6,21
Topcutter India Pale Ale,Bale Breaker Brewing Company,WA,West,American IPA,IPA,Strong Ale,12,6.8,70
Field 41 Pale Ale,Bale Breaker Brewing Company,WA,West,American Pale Ale APA,Pale Ale,Ale,12,4.4,38
Alloy,Tin Man Brewing Company,IN,Midwest,American IPA,IPA,Strong Ale,16,5.8,36
Twister Creek India Pale Ale,Denali Brewing Company,AK,West,American IPA,IPA,Strong Ale,12,6.5,71
Dallas Blonde,Deep Ellum Brewing Company,TX,South,American Blonde Ale,Pale Ale,Ale,12,5.2,23
Long Hammer IPA,Redhook Brewery,WA,West,American IPA,IPA,Strong Ale,16,6.5,44
Deep Ellum IPA,Deep Ellum Brewing Company,TX,South,American IPA,IPA,Strong Ale,12,7.0,70
Gangway IPA,Red Hare Brewing Company,GA,South,American IPA,IPA,Strong Ale,12,6.2,55
Belgorado,Wynkoop Brewing Company,CO,West,Belgian IPA,IPA,Strong Ale,12,6.7,45
The Velvet Fog,Sun King Brewing Company,IN,Midwest,Quadrupel Quad,Belgian,Ale,16,9.0,24
Polar Pale Ale,Broken Tooth Brewing Company,AK,West,American Pale Ale APA,Pale Ale,Ale,12,5.2,17
Frankenlous IPA,Seven Brides Brewery,OR,West,American IPA,IPA,Strong Ale,16,7.0,105
Abominable Winter Ale 2012,Hopworks Urban Brewery,OR,West,American Strong Ale,Strong Ale,Strong Ale,16,7.3,70
Wheat the People,Coalition Brewing Company,OR,West,American Pale Wheat Ale,Pale Ale,Ale,16,4.4,13
Dales Pale Ale 10 Year Anniversary,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Payette Pale Ale,Payette Brewing Company,ID,West,American Pale Ale APA,Pale Ale,Ale,12,4.8,35
Hop Abomination,Dry Dock Brewing Company,CO,West,American IPA,IPA,Strong Ale,12,6.6,100
Dagger Falls IPA,Sockeye Brewing Company,ID,West,American IPA,IPA,Strong Ale,12,6.3,100
Bitter American,21st Amendment Brewery,CA,West,American Pale Ale APA,Pale Ale,Ale,12,4.4,42
Fremont Summer Ale,Fremont Brewing Company,WA,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,45
Dry Dock Hefeweizen,Dry Dock Brewing Company,CO,West,Hefeweizen,German Ale,Ale,12,4.3,12
British Pale Ale 2010,7 Seas Brewing Company,WA,West,English Pale Ale,Pale Ale,Ale,16,5.4,30
Widespread Wit,Great River Brewery,IA,Midwest,Witbier,Belgian,Ale,16,5.5,10
483 Pale Ale,Great River Brewery,IA,Midwest,American Pale Ale APA,Pale Ale,Ale,16,5.3,48
Cane and Ebel,Two Brothers Brewing Company,IL,Midwest,American Strong Ale,Strong Ale,Strong Ale,12,7.0,68
Universale Pale Ale,Fremont Brewing Company,WA,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,30
Interurban IPA,Fremont Brewing Company,WA,West,American IPA,IPA,Strong Ale,12,6.5,80
Bombshell Blonde,Southern Star Brewing Company,TX,South,American Blonde Ale,Pale Ale,Ale,16,5.0,20
Devils Ale,SanTan Brewing Company,AZ,West,American Pale Ale APA,Pale Ale,Ale,12,5.5,45
Desolation IPA,Amnesia Brewing Company,WA,West,American IPA,IPA,Strong Ale,16,6.2,43
Firemans 4 Blonde Ale 2015,Real Ale Brewing Company,TX,South,American Blonde Ale,Pale Ale,Ale,12,5.1,21
Dales Pale Ale 2012,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Tonganoxie Honey Wheat,High Noon Saloon And Brewery,KS,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,4.4,22
Point Nude Beach Summer Wheat,Stevens Point Brewery,WI,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,5.0,7
Hoopla Pale Ale,Boulder Beer Company,CO,West,American Pale Ale APA,Pale Ale,Ale,12,5.7,35
21st Amendment IPA 2006,21st Amendment Brewery,CA,West,American IPA,IPA,Strong Ale,12,7.0,70
Brew Free or Die IPA 2008,21st Amendment Brewery,CA,West,American IPA,IPA,Strong Ale,12,7.0,70
Brew Free or Die IPA 2009,21st Amendment Brewery,CA,West,American IPA,IPA,Strong Ale,12,7.0,70
Caldera IPA 2009,Caldera Brewing Company,OR,West,American IPA,IPA,Strong Ale,12,6.1,94
Caldera IPA 2007,Caldera Brewing Company,OR,West,American IPA,IPA,Strong Ale,12,6.1,94
Caldera Pale Ale 2010,Caldera Brewing Company,OR,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,55
Caldera Pale Ale 2009,Caldera Brewing Company,OR,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,55
Caldera Pale Ale 2005,Caldera Brewing Company,OR,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,55
Caldera Pale Ale 2007,Caldera Brewing Company,OR,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,55
Old Chub 2008,Oskar Blues Brewery,CO,West,Scottish Ale,Strong Ale,Strong Ale,12,8.0,35
Old Chub 2004,Oskar Blues Brewery,CO,West,Scottish Ale,Strong Ale,Strong Ale,12,8.0,35
Old Chub 2003,Oskar Blues Brewery,CO,West,Scottish Ale,Strong Ale,Strong Ale,12,8.0,35
Blueberry Blonde Ale,Matt Brewing Company,NY,Northeast,American Blonde Ale,Pale Ale,Ale,12,5.0,12
Point Nude Beach Summer Wheat 2011,Stevens Point Brewery,WI,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,5.0,7
Montana Trout Slayer Ale 2012,Big Sky Brewing Company,MT,West,American Pale Wheat Ale,Pale Ale,Ale,12,5.0,35
American Idiot Ale 2012,SanTan Brewing Company,AZ,West,American Pale Ale APA,Pale Ale,Ale,12,5.5,45
Ace IPA,Wingman Brewers,WA,West,American IPA,IPA,Strong Ale,16,7.4,83
Double Haul IPA 2009,Kettle House Brewing Company,MT,West,American IPA,IPA,Strong Ale,16,6.5,65
Double Haul IPA 2006,Kettle House Brewing Company,MT,West,American IPA,IPA,Strong Ale,16,6.5,65
Dales Pale Ale 2011,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Dales Pale Ale 2010,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Summer Solstice Cerveza Crema 2009,Anderson Valley Brewing Company,CA,West,Cream Ale,Pale Ale,Ale,12,5.6,4
Burning Bush Smoked IPA,Golden Road Brewing,CA,West,American IPA,IPA,Strong Ale,16,8.0,70
Wolf Among Weeds IPA 2012,Golden Road Brewing,CA,West,American IPA,IPA,Strong Ale,16,8.0,70
Dales Pale Ale 2008,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Dales Pale Ale 2006,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Dales Pale Ale 2004,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Dales Pale Ale 2003,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
Dales Pale Ale 2002,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
California Sunshine Rye IPA,Devils Canyon Brewery,CA,West,American IPA,IPA,Strong Ale,16,7.1,85
Day Tripper Pale Ale,Indeed Brewing Company,MN,Midwest,American Pale Ale APA,Pale Ale,Ale,12,5.4,45
Hilliards Blonde,Hilliards Beer,WA,West,American Blonde Ale,Pale Ale,Ale,16,4.9,20
Over the Rail Pale Ale,Pug Ryans Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,5.7,68
Devils Tramping Ground Tripel,Aviator Brewing Company,NC,South,Tripel,Belgian,Ale,12,9.2,5
Stimulator Pale Ale,Pateros Creek Brewing Company,CO,West,American Pale Ale APA,Pale Ale,Ale,16,5.3,48
Old Town Ale,Pateros Creek Brewing Company,CO,West,Klsch,German Ale,Ale,16,4.5,22
Flying Jenny Extra Pale Ale 2012,Grey Sail Brewing of Rhode Island,RI,Northeast,American Pale Ale APA,Pale Ale,Ale,12,6.0,54
Blue Point White IPA,Blue Point Brewing Company,NY,Northeast,American White IPA,IPA,Strong Ale,12,6.0,40
Lava Lake Wit,Crazy Mountain Brewing Company,CO,West,Witbier,Belgian,Ale,12,5.2,15
Upslope Belgian Style Pale Ale,Upslope Brewing Company,CO,West,Belgian Pale Ale,Pale Ale,Ale,12,7.5,30
Summertime Ale,Crystal Springs Brewing Company,CO,West,Klsch,German Ale,Ale,16,5.2,23
Halcyon Unfiltered Wheat,Tallgrass Brewing Company,KS,Midwest,American Pale Wheat Ale,Pale Ale,Ale,16,5.0,20
Mucho Aloha Hawaiian Pale Ale,Butchers Brewing,CA,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,36
Blue Point Summer Ale,Blue Point Brewing Company,NY,Northeast,American Blonde Ale,Pale Ale,Ale,12,4.4,16
Elevated IPA,La Cumbre Brewing Company,NM,West,American IPA,IPA,Strong Ale,16,7.2,100
TailGate IPA,TailGate Beer,CA,West,American IPA,IPA,Strong Ale,12,5.0,44
Hopworks IPA 2012,Hopworks Urban Brewery,OR,West,American IPA,IPA,Strong Ale,16,6.6,75
Three Kings Ale,Stevens Point Brewery,WI,Midwest,Klsch,German Ale,Ale,12,4.9,13
Fairweather IPA,Broken Tooth Brewing Company,AK,West,American IPA,IPA,Strong Ale,12,6.1,64
Hoppy Boy,Twisted Pine Brewing Company,CO,West,American IPA,IPA,Strong Ale,16,6.2,65
Monkeynaut IPA,Straight to Ale,AL,South,American IPA,IPA,Strong Ale,12,7.2,70
Ryeteous Rye IPA 2012,Renegade Brewing Company,CO,West,American IPA,IPA,Strong Ale,16,7.0,100
Firestarter India Pale Ale,Bonfire Brewing Company,CO,West,American IPA,IPA,Strong Ale,16,6.6,72
House Brand IPA,Big River Brewing Company,TN,South,American IPA,IPA,Strong Ale,12,6.0,55
Flagship Ale,Grey Sail Brewing of Rhode Island,RI,Northeast,Cream Ale,Pale Ale,Ale,12,4.9,22
Apollo,Sixpoint Craft Ales,NY,Northeast,American Pale Wheat Ale,Pale Ale,Ale,16,5.2,11
834 Happy As Ale,Blue Blood Brewing Company,NE,Midwest,American Pale Ale APA,Pale Ale,Ale,12,4.6,35
Snake Dog IPA,Flying Dog Brewery,MD,South,American IPA,IPA,Strong Ale,12,7.1,60
Boji Blue Pale Ale,Okoboji Brewing Company,IA,Midwest,American Pale Ale APA,Pale Ale,Ale,16,5.0,45
This Seasons Blonde,Aspen Brewing Company,CO,West,American Blonde Ale,Pale Ale,Ale,12,5.6,27
Independence Pass Ale,Aspen Brewing Company,CO,West,American IPA,IPA,Strong Ale,12,7.0,67
Snowshoe White Ale,Midnight Sun Brewing Company,AK,West,Witbier,Belgian,Ale,12,4.8,12
HGH Home Grown Hops Part Duh,Oskar Blues Brewery,CO,West,American Strong Ale,Strong Ale,Strong Ale,12,8.0,70
Long Hammer IPA,Redhook Brewery,WA,West,American IPA,IPA,Strong Ale,12,6.5,44
312 Urban Wheat Ale 2012,Goose Island Brewing Company,IL,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,4.2,20
Narragansett Cream Ale,Narragansett Brewing Company,RI,Northeast,Cream Ale,Pale Ale,Ale,16,5.0,22
Big Sky IPA 2012,Big Sky Brewing Company,MT,West,American IPA,IPA,Strong Ale,12,6.2,65
White Thai,Westbrook Brewing Company,SC,South,Witbier,Belgian,Ale,12,5.0,16
Westbrook IPA,Westbrook Brewing Company,SC,South,American IPA,IPA,Strong Ale,12,6.8,65
Long Trail Ale 1,Long Trail Brewing Company,VT,Northeast,Altbier,German Ale,Ale,12,4.6,30
Churchkey Pilsner Style Beer,Churchkey Can Company,WA,West,American Pilsner,Pale Ale,Ale,12,4.9,29
East India Pale Ale,Brooklyn Brewery,NY,Northeast,English India Pale Ale IPA,IPA,Strong Ale,12,6.8,47
Ranger IPA,New Belgium Brewing Company,CO,West,American IPA,IPA,Strong Ale,16,6.5,70
Persnickety Pale,Two Beers Brewing Company,WA,West,American Pale Ale APA,Pale Ale,Ale,12,5.7,36
Jon Boat Coastal Ale,Intuition Ale Works,FL,South,American Blonde Ale,Pale Ale,Ale,12,4.5,20
I10 IPA,Intuition Ale Works,FL,South,American IPA,IPA,Strong Ale,12,6.8,55
Le Mort Vivant 2011,Southern Star Brewing Company,TX,South,Bire de Garde,Ale - Other,Ale,12,6.9,23
Peoples Pale Ale,Intuition Ale Works,FL,South,American Pale Ale APA,Pale Ale,Ale,12,5.3,28
Rocket Girl,Asheville Brewing Company,NC,South,Klsch,German Ale,Ale,12,3.2,27
Point the Way IPA 2012,Golden Road Brewing,CA,West,American IPA,IPA,Strong Ale,16,5.9,60
Golden Road Hefeweizen 2012,Golden Road Brewing,CA,West,Hefeweizen,German Ale,Ale,16,4.6,15
La Perouse White,Maui Brewing Company,HI,West,Witbier,Belgian,Ale,12,5.0,12
Jai Alai IPA,Cigar City Brewing Company,FL,South,American IPA,IPA,Strong Ale,12,7.5,70
Florida Cracker Belgian Wit,Cigar City Brewing Company,FL,South,Witbier,Belgian,Ale,12,5.0,18
Old Elephant Foot IPA,Tampa Bay Brewing Company,FL,South,American IPA,IPA,Strong Ale,16,7.0,80
Big Cock IPA,Great River Brewery,IA,Midwest,American IPA,IPA,Strong Ale,16,7.0,70
Dirty Blonde Ale,Atwater Brewery,MI,Midwest,American Blonde Ale,Pale Ale,Ale,12,4.5,8
Grapefruit Jungle GFJ 2011,Sun King Brewing Company,IN,Midwest,American IPA,IPA,Strong Ale,16,7.5,77
Special Edition Allies Win The War,21st Amendment Brewery,CA,West,English Strong Ale,Strong Ale,Strong Ale,12,8.5,52
Tin Roof Blonde Ale,Tin Roof Brewing Company,LA,South,American Blonde Ale,Pale Ale,Ale,12,4.5,18
Grand Circus IPA,Atwater Brewery,MI,Midwest,American IPA,IPA,Strong Ale,12,5.0,62
Jockamo IPA,Abita Brewing Company,LA,South,American IPA,IPA,Strong Ale,12,6.5,52
Autumnation 201112 2011,Sixpoint Craft Ales,NY,Northeast,Pumpkin Ale,Ale - Other,Ale,16,6.0,48
Evolutionary IPA 2011,Two Beers Brewing Company,WA,West,American IPA,IPA,Strong Ale,12,6.2,70
Alteration,Hops  Grain Brewery,TX,South,Altbier,German Ale,Ale,12,5.1,40
Pale Dog,Hops  Grain Brewery,TX,South,American Pale Ale APA,Pale Ale,Ale,12,6.0,50
Alphadelic IPA 2011,Hop Valley Brewing Company,OR,West,American IPA,IPA,Strong Ale,12,6.5,90
Double D Blonde 2011,Hop Valley Brewing Company,OR,West,American Blonde Ale,Pale Ale,Ale,12,4.9,20
Voodoo Bengal Pale Ale,Tin Roof Brewing Company,LA,South,American Pale Ale APA,Pale Ale,Ale,12,5.5,37
Trailhead India Style Session Ale 2011,Two Beers Brewing Company,WA,West,American IPA,IPA,Strong Ale,12,4.8,48
Great Crescent Belgian Style Wit,Great Crescent Brewery,IN,Midwest,Witbier,Belgian,Ale,16,5.1,13
Fox Tail Gluten Free Ale,Joseph James Brewing Company,NV,West,American Pale Ale APA,Pale Ale,Ale,12,5.0,50
Weisse Versa,Karbach Brewing Company,TX,South,Hefeweizen,German Ale,Ale,12,5.2,15
Hopadillo India Pale Ale,Karbach Brewing Company,TX,South,American IPA,IPA,Strong Ale,12,6.6,70
Dundee Summer Wheat Beer,Dundee Brewing Company,NY,Northeast,American Pale Wheat Ale,Pale Ale,Ale,12,4.5,18
Great Crescent IPA 2011,Great Crescent Brewery,IN,Midwest,American IPA,IPA,Strong Ale,16,6.2,60
Flyin HIPHay,Maui Brewing Company,HI,West,American IPA,IPA,Strong Ale,12,6.8,68
Sockeye Red IPA,Midnight Sun Brewing Company,AK,West,American IPA,IPA,Strong Ale,12,5.7,70
Greenville Pale Ale,Twin Lakes Brewing Company,DE,South,American Pale Ale APA,Pale Ale,Ale,12,5.5,52
Shiva IPA,Asheville Brewing Company,NC,South,American IPA,IPA,Strong Ale,12,6.0,69
Torpedo,Sierra Nevada Brewing Company,CA,West,American IPA,IPA,Strong Ale,16,7.2,65
Sweet Action 2011,Sixpoint Craft Ales,NY,Northeast,Cream Ale,Pale Ale,Ale,16,5.2,34
Bengali Tiger 2011,Sixpoint Craft Ales,NY,Northeast,American IPA,IPA,Strong Ale,16,6.4,62
Mustang Golden Ale,Mustang Brewing Company,OK,South,American Blonde Ale,Pale Ale,Ale,12,5.3,10
Washita Wheat,Mustang Brewing Company,OK,South,American Pale Wheat Ale,Pale Ale,Ale,12,5.3,14
AntiHero IPA,Revolution Brewing Company,IL,Midwest,American IPA,IPA,Strong Ale,12,6.5,70
Bottom Up Belgian Wit,Revolution Brewing Company,IL,Midwest,Witbier,Belgian,Ale,12,5.0,14
Sky High Rye,Arcadia Brewing Company,MI,Midwest,American Pale Ale APA,Pale Ale,Ale,12,6.0,55
Halcyon Unfiltered Wheat,Tallgrass Brewing Company,KS,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,5.0,20
Narragansett Summer Ale,Narragansett Brewing Company,RI,Northeast,American Pale Wheat Ale,Pale Ale,Ale,16,4.2,24
Snake River Pale Ale,Snake River Brewing Company,WY,West,American Pale Ale APA,Pale Ale,Ale,12,5.2,32
Sierra Nevada Pale Ale,Sierra Nevada Brewing Company,CA,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,37
Pyramid Hefeweizen 2011,Pyramid Breweries,WA,West,Hefeweizen,German Ale,Ale,12,5.2,18
Wild Onion Summer Wit,Wild Onion Brewing Company,IL,Midwest,Witbier,Belgian,Ale,12,4.2,13
SummerBright Ale,Breckenridge Brewery,CO,West,American Pale Wheat Ale,Pale Ale,Ale,12,4.5,15
Crank Yanker IPA 2011,Eddyline Brewery  Restaurant,CO,West,American IPA,IPA,Strong Ale,16,7.8,74
Johan the Barleywine,Sun King Brewing Company,IN,Midwest,English Barleywine,Strong Ale,Strong Ale,16,9.9,60
Pakos EyePA,Snake River Brewing Company,WY,West,American IPA,IPA,Strong Ale,12,6.8,60
Whitsun,Arcadia Brewing Company,MI,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,6.2,17
Great Crescent Blonde Ale 2011,Great Crescent Brewery,IN,Midwest,American Blonde Ale,Pale Ale,Ale,16,5.3,22
Upstate IPW,Upstate Brewing Company,NY,Northeast,American IPA,IPA,Strong Ale,12,6.5,70
Northern Lights India Pale Ale,Starr Hill Brewery,VA,South,American IPA,IPA,Strong Ale,12,6.5,52
Hop Ottin IPA 2011,Anderson Valley Brewing Company,CA,West,American IPA,IPA,Strong Ale,12,7.0,80
Blacktop Blonde,TailGate Beer,CA,West,American Blonde Ale,Pale Ale,Ale,12,5.0,19
TailGate Hefeweizen,TailGate Beer,CA,West,Hefeweizen,German Ale,Ale,12,4.9,28
Hop Knot IPA,Four Peaks Brewing Company,AZ,West,American IPA,IPA,Strong Ale,12,6.7,47
Bitter American 2011,21st Amendment Brewery,CA,West,American Pale Ale APA,Pale Ale,Ale,12,4.4,42
WET,Surly Brewing Company,MN,Midwest,American IPA,IPA,Strong Ale,16,7.5,90
Vortex IPA,Fort George Brewery,OR,West,American IPA,IPA,Strong Ale,16,7.4,97
Hop Shock IPA 2010,SanTan Brewing Company,AZ,West,American IPA,IPA,Strong Ale,12,7.0,85
Mana Wheat,Maui Brewing Company,HI,West,American Pale Wheat Ale,Pale Ale,Ale,12,5.5,15
Good People IPA,Good People Brewing Company,AL,South,American IPA,IPA,Strong Ale,12,6.0,64
SanTan HefeWeizen 2010,SanTan Brewing Company,AZ,West,Hefeweizen,German Ale,Ale,12,5.0,15
Devils Ale 2010,SanTan Brewing Company,AZ,West,American Pale Ale APA,Pale Ale,Ale,12,5.5,45
Wee Mac ScottishStyle Ale,Sun King Brewing Company,IN,Midwest,Scottish Ale,Strong Ale,Strong Ale,16,5.4,23
Lancaster German Style Klsch,Lancaster Brewing Company,PA,Northeast,Klsch,German Ale,Ale,12,4.8,28
Lucky U IPA,Breckenridge Brewery,CO,West,American IPA,IPA,Strong Ale,12,6.2,68
483 Pale Ale 2010,Great River Brewery,IA,Midwest,American Pale Ale APA,Pale Ale,Ale,16,5.3,48
The Corruption,DC Brau Brewing Company,DC,South,American IPA,IPA,Strong Ale,12,6.5,80
Pamola Xtra Pale Ale,Baxter Brewing Company,ME,Northeast,American Pale Ale APA,Pale Ale,Ale,12,4.9,28
Stowaway IPA,Baxter Brewing Company,ME,Northeast,American IPA,IPA,Strong Ale,12,6.9,69
Kilt Lifter ScottishStyle Ale 2009,Four Peaks Brewing Company,AZ,West,Scottish Ale,Strong Ale,Strong Ale,12,6.0,21
Horny Toad Cerveza 2013,COOP Ale Works,OK,South,American Blonde Ale,Pale Ale,Ale,16,5.3,25
Paddy Pale Ale,Wild Onion Brewing Company,IL,Midwest,American Pale Ale APA,Pale Ale,Ale,12,5.6,41
Scape Goat Pale Ale 2010,Big Sky Brewing Company,MT,West,English Pale Ale,Pale Ale,Ale,12,5.0,40
Silverback Pale Ale,Wynkoop Brewing Company,CO,West,American Pale Ale APA,Pale Ale,Ale,12,5.5,40
Point Nude Beach Summer Wheat 2010,Stevens Point Brewery,WI,Midwest,American Pale Wheat Ale,Pale Ale,Ale,12,5.0,7
Point Cascade Pale Ale,Stevens Point Brewery,WI,Midwest,American Pale Ale APA,Pale Ale,Ale,12,5.4,33
Morning Wood Wheat Current,Pug Ryans Brewery,CO,West,American Pale Wheat Ale,Pale Ale,Ale,12,5.9,14
Full Nelson Pale Ale 2010,Blue Mountain Brewery,VA,South,American Pale Ale APA,Pale Ale,Ale,12,5.9,60
Ranger IPA Current,New Belgium Brewing Company,CO,West,American IPA,IPA,Strong Ale,12,6.5,70
White Rascal,Avery Brewing Company,CO,West,Witbier,Belgian,Ale,12,5.6,10
Avery India Pale Ale,Avery Brewing Company,CO,West,American IPA,IPA,Strong Ale,12,6.3,69
Tallgrass IPA,Tallgrass Brewing Company,KS,Midwest,American IPA,IPA,Strong Ale,16,6.3,60
Colorado Klsch,Steamworks Brewing Company,CO,West,Klsch,German Ale,Ale,12,4.9,17
Third Eye Pale Ale,Steamworks Brewing Company,CO,West,American IPA,IPA,Strong Ale,12,6.5,65
Eddy Out Pale Ale,Kettle House Brewing Company,MT,West,American Pale Ale APA,Pale Ale,Ale,16,5.5,50
Double Haul IPA,Kettle House Brewing Company,MT,West,American IPA,IPA,Strong Ale,16,6.5,65
Haywire Hefeweizen 2010,Pyramid Breweries,WA,West,Hefeweizen,German Ale,Ale,16,5.2,18
Hazed  Infused 2010,Boulder Beer Company,CO,West,American Pale Ale APA,Pale Ale,Ale,12,4.9,35
Summer Solstice 2011,Anderson Valley Brewing Company,CA,West,Cream Ale,Pale Ale,Ale,12,5.6,4
Poleeko Gold Pale Ale 2009,Anderson Valley Brewing Company,CA,West,American Pale Ale APA,Pale Ale,Ale,12,5.5,28
Modus Hoperandi,Ska Brewing Company,CO,West,American IPA,IPA,Strong Ale,12,6.8,65
Sunlight Cream Ale,Sun King Brewing Company,IN,Midwest,Cream Ale,Pale Ale,Ale,16,5.3,20
Osiris Pale Ale 2010,Sun King Brewing Company,IN,Midwest,American Pale Ale APA,Pale Ale,Ale,16,5.6,50
British Pale Ale,7 Seas Brewing Company,WA,West,English Pale Ale,Pale Ale,Ale,16,5.4,30
Pine Belt Pale Ale,Southern Star Brewing Company,TX,South,American Pale Ale APA,Pale Ale,Ale,16,6.5,45
Bombshell Blonde,Southern Star Brewing Company,TX,South,American Blonde Ale,Pale Ale,Ale,12,5.0,20
Caldera Pale Ale 2011,Caldera Brewing Company,OR,West,American Pale Ale APA,Pale Ale,Ale,12,5.6,55
Caldera IPA,Caldera Brewing Company,OR,West,American IPA,IPA,Strong Ale,12,6.1,94
Montana Trout Slayer Ale 2009,Big Sky Brewing Company,MT,West,American Pale Wheat Ale,Pale Ale,Ale,12,5.0,35
Big Swell IPA,Maui Brewing Company,HI,West,American IPA,IPA,Strong Ale,12,6.2,65
113 IPA,Sly Fox Brewing Company,PA,Northeast,American IPA,IPA,Strong Ale,12,7.0,113
Royal Weisse Ale,Sly Fox Brewing Company,PA,Northeast,Hefeweizen,German Ale,Ale,12,5.6,11
Phoenix Pale Ale,Sly Fox Brewing Company,PA,Northeast,American Pale Ale APA,Pale Ale,Ale,12,5.1,40
Furious,Surly Brewing Company,MN,Midwest,American IPA,IPA,Strong Ale,16,6.2,99
Monks Blood,21st Amendment Brewery,CA,West,Belgian Dark Ale,Belgian,Ale,12,8.3,35
Brew Free or Die IPA,21st Amendment Brewery,CA,West,American IPA,IPA,Strong Ale,12,7.0,65
Old Chub,Oskar Blues Brewery,CO,West,Scottish Ale,Strong Ale,Strong Ale,12,8.0,35
Dales Pale Ale,Oskar Blues Brewery,CO,West,American Pale Ale APA,Pale Ale,Ale,12,6.5,65
